month,day,min,node,mechanism,user,rank,affiliation,net,client,old
4,6,1247,CS5,password,z3xMg8NKr1rKm,442,student,7922,50773,1
5,26,823,CS5,password,9DNwMGKy35JzY,1049,student,7922,50773,1
11,14,634,CS107,key,9ZxMJgXWbQjZ3,495,student,UCPRIV,50773,0
4,20,674,CS84,key,NyQQBJYrxKOwq,305,student,UCPRIV,50773,0
5,27,542,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50773,0
12,7,821,CS4,password,Nx5XaKo9Q6n42,68,student,3549,50774,1
6,8,872,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,50774,1
12,1,1137,CS4,password,NrgY22GD8GWqn,424,student,UCPRIV,50774,1
5,27,542,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50774,0
7,16,1058,CS84,key,XbqgjMvwJKM5L,437,student,UCPUB,50774,0
11,30,766,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50774,0
10,3,653,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50774,0
12,7,821,CS4,password,Nx5XaKo9Q6n42,68,student,3549,50775,1
9,30,1005,CS5,password,rq666gpvKmLM,136,alum,7922,50775,1
8,5,919,CS5,password,9Zljq2gd5bwKP,410,student,UC-INTRA,50775,1
3,4,1027,CS126,password,yK1jVKGYKWoL,677,student,UCPRIV,50775,1
10,26,817,CS84,key,NyQQBJYrxKOwq,305,student,UCPRIV,50775,0
3,2,876,CS5,password,93Vrn2qjvdV43,257,student,UCPRIV,50775,1
6,8,873,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,50775,1
11,29,1144,CS5,key,93Vrn2XmB2NXV,828,staff,6079,50776,0
3,19,1139,CS3,password,rDpjDKqBYXQv,486,student,7922,50776,1
10,2,689,CS3,key,yO5w4Lb8Moqr,5,faculty,7922,50776,0
5,11,1166,CS30,password,9KJ3j95DXVRKP,425,student,UCPRIV,50776,1
6,8,873,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,50776,1
4,21,146,CS3,password,Nr8VXz2y87KWZ,560,student,UCPRIV,50776,1
11,4,558,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50776,0
7,16,1058,CS84,key,XbqgjMvwJKM5L,437,student,UCPUB,50776,0
9,6,536,CS58,password,9D8wnjga5DdDP,648,student,160,50777,1
10,25,97,CS4,password,9ZWK1pwj2Ygl3,423,student,7922,50777,1
10,2,689,CS3,key,yO5w4Lb8Moqr,5,faculty,7922,50777,0
6,9,1131,CS60,password,DDgBqJ37Rgml7,309,student,29885,50777,1
6,8,873,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,50777,1
4,7,312,CS3,password,9PgMwlDx55KP,743,student,UCPRIV,50777,1
6,2,1278,CS4,password,Xwz9vBaJey1LZ,567,student,UCPRIV,50777,1
6,15,696,CS120,password,9ZLqr2bDX9YbW,624,staff,UCPRIV,50777,1
4,22,587,CS5,password,zxVOXYLPxm7Zl,319,student,UCPRIV,50777,1
4,20,675,CS84,key,NyQQBJYrxKOwq,305,student,UCPRIV,50777,0
4,13,934,CS73,password,NKjw9VlYMmMNZ,897,student,UCPRIV,50777,1
4,15,843,CS5,key,yvOzndodvlN,9,alum,1680,50778,0
11,15,1156,CS107,key,9ZxMJgXWbQjZ3,495,student,3356,50778,0
4,17,781,CS12,password,RJ86DR66zJ43J,720,student,7922,50778,1
10,2,690,CS3,key,yO5w4Lb8Moqr,5,faculty,7922,50778,0
5,28,841,CS58,password,z37pZomBRQ8Np,263,student,UCPRIV,50778,1
4,22,587,CS5,password,zxVOXYLPxm7Zl,319,student,UCPRIV,50778,1
5,23,1182,CS3,password,9Z8b7DqRB49gW,705,student,UCPRIV,50778,1
6,8,874,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,50778,1
10,3,658,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50778,0
5,26,759,CS3,password,9QeDr2p96nyov,518,student,UCPUB,50778,1
4,15,843,CS5,key,yvOzndodvlN,9,alum,1680,50779,0
6,8,874,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,50779,1
12,8,1387,CS5,key,r7Zj2RQ8XY9eB,914,student,3356,50780,0
12,5,976,CS29,key,93nvyzaOZrzZW,693,student,7018,50780,0
11,26,850,CS107,password,9ZxMJgXWbQjZ3,495,student,16509,50780,1
12,3,765,CS3,password,Dd99mDdzDn,544,student,UC-INTRA,50780,1
2,26,1201,CS3,key,9QmmzrJ9Bvyqv,282,student,UCPRIV,50780,0
12,1,873,CS3,password,9Jm1l8yLvDBXv,800,student,UCPRIV,50780,1
4,11,1362,CS3,password,93RXevddgZn1y,231,student,UCPRIV,50780,1
10,17,1374,CS67,password,DWM5MvWprLoR7,796,student,UCPRIV,50780,1
5,11,1167,CS30,password,9KJ3j95DXVRKP,425,student,UCPRIV,50780,1
10,23,1070,CS3,password,9K4OqNoqzxV3J,334,student,UCPRIV,50780,1
10,18,763,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50780,0
11,16,607,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50780,0
10,19,1424,CS58,password,z37pZomBRQ8Np,263,student,7922,50781,1
11,26,1206,CS5,password,gvqlb6MRrgZDZ,789,student,7922,50781,1
10,27,1239,CS3,key,D9p1n4N5Gzq7q,322,faculty,7922,50781,
11,26,853,CS107,password,9ZxMJgXWbQjZ3,495,student,16509,50781,1
4,20,809,CS5,password,XwWWQVVXPLG6R,95,student,UCPRIV,50781,1
10,10,1439,CS4,password,9QyKY3YPMzYGW,839,student,UCPRIV,50781,1
4,11,1363,CS3,password,93RXevddgZn1y,231,student,UCPRIV,50781,1
5,26,1174,CS41,password,NOrRedBQQXQeb,876,student,UCPRIV,50781,1
2,26,1201,CS3,key,9QmmzrJ9Bvyqv,282,student,UCPRIV,50781,
5,28,841,CS58,password,z37pZomBRQ8Np,263,student,UCPRIV,50781,1
4,30,1202,CS4,password,rM2PY2G4G5orm,3,faculty,7018,50782,1
5,23,1296,CS12,password,NrY31n388ape7,543,student,7922,50782,1
10,2,692,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50782,0
10,27,1239,CS3,key,D9p1n4N5Gzq7q,322,faculty,7922,50782,0
4,7,735,CS5,password,94JylQdl1n4zN,146,student,UC-INTRA,50782,1
10,10,1439,CS4,password,9QyKY3YPMzYGW,839,student,UCPRIV,50782,1
5,28,842,CS58,password,z37pZomBRQ8Np,263,student,UCPRIV,50782,1
5,12,5,CS82,key,yK4MjQRVjNdvb,863,student,UCPRIV,50782,0
10,27,825,CS3,key,D9p1n4N5Gzq7q,322,faculty,UCPUB,50782,0
12,5,978,CS29,key,93nvyzaOZrzZW,693,student,7018,50783,0
10,19,1424,CS58,password,z37pZomBRQ8Np,263,student,7922,50783,1
6,9,1131,CS60,password,DDgBqJ37Rgml7,309,student,29885,50783,1
11,12,1287,CS4,password,yX2p43rYG45mm,107,student,46811,50783,1
7,20,635,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,50783,0
11,5,903,CS3,password,9ZLY3p7KzypJw,481,student,UC-INTRA,50783,1
8,20,695,CS5,password,9gDr2lVKx29P,611,staff,UC-INTRA,50783,1
12,1,874,CS3,password,9Jm1l8yLvDBXv,800,student,UCPRIV,50783,1
5,26,760,CS44,password,9QeDr2p96nyov,518,student,UCPUB,50783,1
10,27,825,CS3,key,D9p1n4N5Gzq7q,322,faculty,UCPUB,50783,0
11,30,768,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50783,0
6,6,658,CS4,password,NrG4eNbMgwYjb,67,alum,7922,50784,1
12,3,736,CS5,password,9Kbng9JwXBRWJ,814,student,7922,50784,1
5,12,59,CS104,key,93gRXGVjqXYx3,857,student,7922,50784,0
10,26,1255,CS5,password,JY1O9N4WKlGG,215,student,UCPRIV,50784,1
12,8,1387,CS5,key,r7Zj2RQ8XY9eB,914,student,3356,50785,0
12,8,223,CS3,password,93Ve235vO94DN,915,student,3549,50785,1
10,8,706,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50785,0
5,27,5,CS12,password,9D8wnjga5DdDP,648,student,UCPRIV,50785,1
3,6,1231,CS3,password,z2BNrMlV4z5lW,992,student,UCPRIV,50785,1
11,30,768,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50785,0
10,3,663,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50785,0
12,5,982,CS29,key,93nvyzaOZrzZW,693,student,7018,50786,0
5,6,632,CS92,password,9ZOZq698NQ9Ov,922,alum,7922,50786,1
6,4,558,CS44,key,9QeDr2p96nyov,518,student,UCPRIV,50786,0
4,17,531,CS1,key,yXX7b4Bnb,0,internal,UCPUB,50786,0
10,14,874,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50786,0
8,14,1288,CS3,password,LWoVpn8KZ8mrj,797,student,7018,50787,1
12,5,982,CS29,key,93nvyzaOZrzZW,693,student,7018,50787,0
4,12,975,CS3,password,NrvJ8Yy63qQn2,948,student,7922,50787,1
11,16,1394,CS4,password,gLp9NN7mrljnv,502,staff,7922,50787,1
5,6,633,CS5,password,9ZOZq698NQ9Ov,922,alum,7922,50787,1
4,17,784,CS12,password,RJ86DR66zJ43J,720,student,7922,50787,1
10,16,1104,CS5,password,ORDvlyJx1p3J5,643,student,UCPRIV,50787,1
11,4,559,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50787,0
11,26,1208,CS3,password,gvqlb6MRrgZDZ,789,student,7922,50788,1
10,23,606,CS4,key,93Vrn2XmB2NXV,828,staff,7922,50788,0
8,22,1274,CS3,password,9QZl5zbYJQw5N,13,academic,7922,50788,1
5,6,636,CS92,password,9ZOZq698NQ9Ov,922,alum,7922,50788,1
10,19,1425,CS58,password,z37pZomBRQ8Np,263,student,7922,50788,1
6,7,588,CS5,password,XwWWQVVXPLG6R,95,student,7922,50788,1
5,25,1189,CS4,password,rwbLDnrWO3Qom,537,student,UCPRIV,50788,1
10,21,37,CS3,password,Oz2gMJ4wjWnv,211,student,7922,50789,1
5,6,637,CS102,password,9ZOZq698NQ9Ov,922,alum,7922,50789,1
5,25,1257,CS4,password,DDgBqJ37Rgml7,309,student,UCPRIV,50789,1
5,28,843,CS58,password,z37pZomBRQ8Np,263,student,UCPRIV,50789,1
11,16,608,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50789,0
11,30,769,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50789,0
10,5,601,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50789,0
11,6,1190,CS5,password,NrGgVK3mNPz32,769,student,UCPUB,50789,1
5,18,1436,CS3,key,JN91xVWaKqKVD,14,academic,7922,50790,0
10,19,1425,CS58,password,z37pZomBRQ8Np,263,student,7922,50790,1
12,8,1095,CS3,key,9Zo8Kr9zWQORv,375,student,UC-INTRA,50790,0
4,16,1184,CS64,password,r14K5XeJDd371,981,student,UCPRIV,50790,1
11,30,769,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50790,0
7,16,1060,CS84,key,XbqgjMvwJKM5L,437,student,UCPUB,50790,0
10,2,692,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50791,
11,26,877,CS107,password,9ZxMJgXWbQjZ3,495,student,16509,50791,1
5,16,1326,CS30,password,NrvJpgKvZ47db,950,student,UCPRIV,50791,1
12,6,881,CS59,password,LDm5dBLMnMZW,728,student,UCPUB,50791,1
6,4,686,CS89,key,LzbZm5BGJ656e,923,student,UCPUB,50791,
10,2,692,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50792,0
11,20,669,CS3,key,yO5w4Lb8Moqr,5,faculty,7922,50792,0
7,20,636,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,50792,0
5,25,1258,CS4,password,DDgBqJ37Rgml7,309,student,UCPRIV,50792,1
3,2,1219,CS65,password,yDW5JdnzgN,417,student,UCPRIV,50792,1
10,5,867,CS92,key,93zoPON59NWjv,715,student,UCPRIV,50792,0
7,20,636,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,50793,0
5,28,843,CS58,password,z37pZomBRQ8Np,263,student,UCPRIV,50793,1
12,7,595,CS5,password,9DadOl3pbv9b3,349,student,7922,50794,1
5,6,638,CS102,password,9ZOZq698NQ9Ov,922,alum,7922,50794,1
11,26,1210,CS5,password,gvqlb6MRrgZDZ,789,student,7922,50794,1
10,2,693,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50794,0
7,20,636,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,50794,0
4,2,50,CS5,key,yK4MjQRVjNdvb,863,student,UCPRIV,50794,0
3,10,1145,CS3,password,948dz42eB7x2V,958,student,UCPRIV,50794,1
12,7,823,CS4,password,Nx5XaKo9Q6n42,68,student,3549,50795,1
12,5,984,CS29,key,93nvyzaOZrzZW,693,student,7018,50795,0
10,2,693,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50795,0
7,20,637,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,50795,0
5,1,1205,CS3,password,9J1gVx72vOgOV,422,student,UCPRIV,50795,1
10,9,957,CS5,password,LJJdyBGeaYDRW,819,student,UCPRIV,50795,1
10,2,693,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50796,0
10,23,607,CS4,key,93Vrn2XmB2NXV,828,staff,7922,50796,0
5,6,648,CS5,password,9ZOZq698NQ9Ov,922,alum,7922,50796,1
7,20,637,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,50796,0
5,2,1213,CS4,password,9J1gVx72vOgOV,422,student,UCPRIV,50796,1
3,2,1211,CS4,key,NyQQBJYrxKOwq,305,student,UCPRIV,50796,0
3,10,1145,CS3,password,948dz42eB7x2V,958,student,UCPRIV,50796,1
12,8,906,CS4,password,OR2y8G4XO9LOO,351,student,3549,50797,1
5,19,1225,CS5,password,9J47VQLxQ352V,32,faculty,7018,50797,1
10,29,961,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50797,0
6,9,1411,CS67,password,93VmLVw9Wvz7v,681,student,7922,50797,1
11,26,1055,CS3,key,yO5w4Lb8Moqr,5,faculty,7922,50797,0
5,18,1437,CS3,key,JN91xVWaKqKVD,14,academic,7922,50797,0
8,18,1090,CS3,password,9DJzPWa34jQgy,507,student,UCPRIV,50797,1
11,9,630,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50797,0
6,9,1386,CS3,password,NrvJ8Yy63qQn2,948,student,7922,50798,1
10,23,607,CS4,key,93Vrn2XmB2NXV,828,staff,7922,50798,0
10,21,451,CS106,password,9QzPjynZRNOgy,1053,faculty,7922,50798,1
4,11,1372,CS3,password,93RXevddgZn1y,231,student,UCPRIV,50798,1
10,2,1099,CS3,password,9DGxJ7pblZV8y,313,student,UCPRIV,50798,1
10,3,497,CS4,password,9DNDywXBpNymW,362,student,UCPRIV,50798,1
11,18,808,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50798,0
10,18,768,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50798,0
3,30,522,CS4,password,OqgYYobZLedny,578,faculty,3356,50799,1
6,9,1387,CS3,password,NrvJ8Yy63qQn2,948,student,7922,50799,1
5,26,1028,CS59,password,DvJ1eygjx1jVn,568,student,7922,50799,1
10,19,1425,CS58,password,z37pZomBRQ8Np,263,student,7922,50799,1
5,29,522,CS5,password,g69d6PQY3lKDZ,123,student,7922,50799,1
8,3,1206,CS84,password,Oq1MdqPoaD3x5,843,faculty,RCN,50799,1
11,30,770,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50799,0
5,6,650,CS92,password,9ZOZq698NQ9Ov,922,alum,7922,50800,1
5,24,1119,CS12,password,z3xMg8NKr1rKm,442,student,7922,50800,1
7,20,637,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,50800,0
8,3,1206,CS84,password,Oq1MdqPoaD3x5,843,faculty,RCN,50800,1
10,23,1327,CS3,password,LVOl1823Plnxd,448,student,UCPRIV,50800,1
6,8,1208,CS59,password,942NJznraLmDP,911,student,UCPRIV,50800,1
2,29,1091,CS3,password,9Mdr5YNgg4pV,886,student,UCPUB,50800,1
11,30,770,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50800,0
10,19,804,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50800,0
3,30,523,CS3,password,OqgYYobZLedny,578,faculty,3356,50801,1
12,1,82,CS4,password,Nx5XaKo9Q6n42,68,student,3549,50801,1
12,3,809,CS4,password,9KVMONJGZjRmW,489,student,7922,50801,1
6,9,1387,CS3,password,NrvJ8Yy63qQn2,948,student,7922,50801,1
5,6,652,CS92,password,9ZOZq698NQ9Ov,922,alum,7922,50801,1
11,30,121,CS5,password,yX2p43rYG45mm,107,student,46811,50801,1
6,8,1209,CS59,password,942NJznraLmDP,911,student,UCPRIV,50801,1
5,6,1134,CS4,password,9J1gVx72vOgOV,422,student,UCPRIV,50801,1
11,30,770,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50801,
5,29,1094,CS5,password,XLa545mdlO1QJ,398,alum,7922,50802,1
6,9,1387,CS3,password,NrvJ8Yy63qQn2,948,student,7922,50802,1
7,18,1101,CS5,password,9Z26bN8e3woP6,83,alum,7922,50802,1
5,26,835,CS5,password,9DNwMGKy35JzY,1049,student,7922,50802,1
5,12,1162,CS4,password,JX9NlVwMgY9m7,646,student,UCPRIV,50802,1
2,29,1092,CS3,password,9Mdr5YNgg4pV,886,student,UCPUB,50802,1
11,30,770,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50802,0
11,4,560,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50802,0
12,4,491,CS5,password,9Ko7voN14o9vJ,64,student,6079,50803,1
10,20,1023,CS3,key,yO5w4Lb8Moqr,5,faculty,7922,50803,0
10,23,608,CS4,key,93Vrn2XmB2NXV,828,staff,7922,50803,0
5,6,654,CS92,password,9ZOZq698NQ9Ov,922,alum,7922,50803,1
12,7,1374,CS4,password,9eKydGL55J9P,504,student,7922,50803,1
3,28,961,CS5,password,yW4xY2DlYelm,25,alum,20130,50803,1
11,14,737,CS4,password,y2y4vxZ32N,72,faculty,UCPRIV,50803,1
10,10,488,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50803,0
12,6,660,CS2,key,94Y7OQ3plKvrV,983,student,3549,50804,0
12,8,1097,CS3,key,9Zo8Kr9zWQORv,375,student,UC-INTRA,50804,0
5,26,761,CS44,password,9QeDr2p96nyov,518,student,UCPUB,50804,1
10,5,601,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50804,0
11,30,771,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50804,0
11,30,1425,CS5,password,OlaZvWoDVV2Dv,910,student,3549,50805,1
3,6,817,CS5,password,yW4LNa7K7mV5,395,student,7922,50805,1
10,19,1425,CS58,password,z37pZomBRQ8Np,263,student,7922,50805,1
11,28,1175,CS3,password,9oQWvrppNow6,595,student,UCPRIV,50805,1
11,30,771,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50805,0
12,3,737,CS4,password,9Kbng9JwXBRWJ,814,student,7922,50806,1
10,8,865,CS5,password,zmp5gLJWZjLDl,802,student,7922,50806,1
12,18,879,CS5,password,y9gdj5WZnxg,2,faculty,7922,50806,1
7,20,637,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,50806,0
5,9,249,CS3,password,NrvJ8Yy63qQn2,948,student,3356,50807,1
5,2,1299,CS4,password,9QRr8qqJzPG66,23,student,7018,50807,1
10,19,1426,CS58,password,z37pZomBRQ8Np,263,student,7922,50807,1
6,3,858,CS3,password,y2zVnOVYNrdnb,221,student,7922,50807,1
3,8,1081,CS3,password,z2QmvKGDy4W9a,59,faculty,7922,50807,1
5,6,656,CS3,password,9ZOZq698NQ9Ov,922,alum,7922,50807,1
7,20,637,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,50807,0
3,14,761,CS3,key,9jqYzQojyDgW,31,alum,UCPRIV,50807,0
10,14,879,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50807,0
10,19,1426,CS58,password,z37pZomBRQ8Np,263,student,7922,50808,1
11,26,1212,CS3,password,gvqlb6MRrgZDZ,789,student,7922,50808,1
8,30,860,CS92,password,93aKROQ64ZoRV,903,student,7922,50808,1
12,8,1097,CS3,key,9Zo8Kr9zWQORv,375,student,UC-INTRA,50808,0
11,16,609,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50808,0
3,29,808,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,50808,0
10,2,1166,CS79,key,93x4yXNDpwxv6,439,affiliate,UCPUB,50808,0
11,30,772,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50808,0
12,1,578,CS5,password,9oQWvrppNow6,595,student,3549,50809,1
5,26,1030,CS59,password,DvJ1eygjx1jVn,568,student,7922,50809,1
11,8,947,CS3,key,yO5w4Lb8Moqr,5,faculty,7922,50809,0
12,29,146,CS118,key,9JQomDyp9vWly,617,student,7922,50809,0
2,27,98,CS3,password,9DjOlRK3jwMLY,848,student,7922,50809,1
12,8,1081,CS3,password,9Jm1l8yLvDBXv,800,student,UCPRIV,50809,1
6,4,1068,CS73,password,NKjw9VlYMmMNZ,897,student,UCPRIV,50809,1
3,29,808,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,50809,0
11,25,1360,CS4,password,OR2y8G4XO9LOO,351,student,3549,50810,1
12,1,578,CS5,password,9oQWvrppNow6,595,student,3549,50810,1
12,29,630,CS5,password,ORBaxBQ94DXlm,768,alum,7018,50810,1
5,16,1067,CS5,key,9DNwMGKy35JzY,1049,student,UCPRIV,50810,
12,8,1081,CS3,password,9Jm1l8yLvDBXv,800,student,UCPRIV,50810,1
10,13,838,CS5,password,9J1gVx72vOgOV,422,student,UCPRIV,50810,1
3,29,808,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,50810,
11,16,609,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50810,
11,30,772,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50810,
11,30,1427,CS5,password,OlaZvWoDVV2Dv,910,student,3549,50811,1
12,4,493,CS4,password,9Ko7voN14o9vJ,64,student,6079,50811,1
10,2,694,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50811,
10,19,1426,CS58,password,z37pZomBRQ8Np,263,student,7922,50811,1
10,8,711,CS3,key,yO5w4Lb8Moqr,5,faculty,7922,50811,
12,4,77,CS3,password,Oz2gMJ4wjWnv,211,student,7922,50811,1
3,28,842,CS112,key,Nr858aDWddlGq,536,student,UCPRIV,50811,
3,29,808,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,50811,
11,27,1168,CS5,password,Nr81oW4MqdBY3,436,student,701,50812,1
4,24,1122,CS3,password,9Z5byK3G7NJQV,778,alum,7018,50812,1
10,2,694,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50812,
11,18,1194,CS113,password,Nr858aDWddlGq,536,student,7922,50812,1
3,14,1404,CS4,password,JNLpMJDB85b1n,339,alum,7922,50812,1
12,4,77,CS3,password,Oz2gMJ4wjWnv,211,student,7922,50812,1
10,27,805,CS4,password,9J7JVgO34xvBN,842,student,46811,50812,1
11,28,735,CS4,password,DvK2GmN2lnv39,453,student,UCPRIV,50812,1
9,29,728,CS4,password,zmp5gLJWZjLDl,802,student,UCPRIV,50812,1
6,7,1235,CS5,password,9Qm3mMVX63g36,955,student,UCPRIV,50812,1
4,10,1207,CS5,password,93VLW8G32nw8y,959,student,UCPUB,50812,1
3,29,808,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,50812,
11,9,939,CS5,password,94YvlZMwZyvoV,70,student,UCPUB,50812,1
11,16,609,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50812,
11,30,772,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50812,
10,5,602,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50812,
11,11,977,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,50813,
10,19,1426,CS58,password,z37pZomBRQ8Np,263,student,7922,50813,1
5,6,660,CS3,password,9ZOZq698NQ9Ov,922,alum,7922,50813,1
6,13,1265,CS84,password,Oq1MdqPoaD3x5,843,faculty,14654,50813,1
3,2,1224,CS65,password,yDW5JdnzgN,417,student,UCPRIV,50813,1
5,28,851,CS58,password,z37pZomBRQ8Np,263,student,UCPRIV,50813,1
4,9,1038,CS4,password,9ZDpw8XBOJeMN,241,student,UCPUB,50813,1
11,30,772,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50813,
3,29,808,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,50813,
10,21,798,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50813,
10,3,668,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50813,
12,17,724,CS3,password,Nr4xqnMMzmOyv,708,student,701,50814,1
12,30,880,CS3,password,93m2BxmRzJVJJ,310,student,7018,50814,1
4,4,275,CS5,password,9J9Ye5vdP1paP,787,student,7922,50814,1
10,27,761,CS3,password,NrgdZJpwZmeWZ,314,student,7922,50814,1
10,29,1191,CS5,password,JY1O9N4WKlGG,215,student,UCPRIV,50814,1
4,28,995,CS3,key,93Vyq3LdP9Xqv,338,student,UCPRIV,50814,
3,29,808,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,50814,
10,27,1278,CS3,password,9Q8rZVGvnm3qV,77,student,7922,50815,1
11,12,1281,CS4,password,y2zoqbaB38jVl,124,student,7922,50815,1
10,19,1426,CS58,password,z37pZomBRQ8Np,263,student,7922,50815,1
9,30,1041,CS5,password,NrgdZJpwZmeWZ,314,student,UC-INTRA,50815,1
12,8,1098,CS3,key,9Zo8Kr9zWQORv,375,student,UC-INTRA,50815,
11,30,773,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,50815,
3,29,808,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,50815,
6,5,1258,CS84,password,DWjv46NOqKo5x,870,student,7922,50816,1
10,17,783,CS51,password,g6Qpx84OYVjJv,794,student,7922,50816,1
5,6,662,CS3,password,9ZOZq698NQ9Ov,922,alum,7922,50816,1
3,4,1329,CS5,password,9ZvrJmXBRjbzN,311,student,17210,50816,1
5,2,993,CS5,password,DJjzK4mz3K7yY,555,student,UCPRIV,50816,1
5,28,852,CS58,password,z37pZomBRQ8Np,263,student,UCPRIV,50816,1
3,29,808,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,50816,
6,3,860,CS5,password,y2zVnOVYNrdnb,221,student,7922,50817,1
11,11,182,CS3,password,z3xMg8NKr1rKm,442,student,7922,50817,1
5,28,852,CS58,password,z37pZomBRQ8Np,263,student,UCPRIV,50817,1
5,19,1039,CS4,password,93VmLVw9Wvz7v,681,student,UCPRIV,50817,1
3,29,808,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,50817,
4,8,815,CS5,key,yvOzndodvlN,9,alum,1680,50818,
5,9,249,CS3,password,NrvJ8Yy63qQn2,948,student,3356,50818,1
5,6,663,CS5,password,9ZOZq698NQ9Ov,922,alum,7922,50818,1
10,19,1427,CS58,password,z37pZomBRQ8Np,263,student,7922,50818,1
5,29,1097,CS4,password,XLa545mdlO1QJ,398,alum,7922,50818,1
5,25,1222,CS4,password,9DNwMGKy35JzY,1049,student,7922,50818,1
7,21,1346,CS84,password,Oq1MdqPoaD3x5,843,faculty,RCN,50818,1
5,22,886,CS3,password,Oq1QoodZzzlb7,916,student,UCPRIV,50818,1
5,28,852,CS58,password,z37pZomBRQ8Np,263,student,UCPRIV,50818,1
